Column,article,Non_self_referencial_link,volume,pre_link_text,link_text,clean_link_text_not_article,trustedRepo,DOI_for_article,linkDOI,TheStatusList,StatusOverview,citationCount,Date,dateYear 
283,S0022285206000889.xml,True,237,:www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2006.03.015,https://dx.doi.org/10.1016/j.jms.2006.03.015,200,ACTIVE,2,2006-06-00,2006
284,S0022285206000890.xml,True,237,Canada.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2006.03.016,https://dx.doi.org/10.1016/j.jms.2006.03.016,200,ACTIVE,21,2006-06-00,2006
285,S0022285206000907.xml,True,237,"UC Berkeley, USA) for computational time. M.H. thank the Tunisian Ministry of High Education and Research for a visiting fellowship at the University of Tunis.References[1]See for example <http",http://physics.nist.gov/physRefData/contents.html/>.,http://physics.nist.gov/physRefData/contents.html,false,10.1016/j.jms.2006.04.001,https://dx.doi.org/10.1016/j.jms.2006.04.001,404,BROKEN,9,2006-06-00,2006
286,S0022285206000907.xml,True,237,9919938793[27]MOLPRO is a package of ab initio programs written by H.-J. Werner and P.J. Knowles; further details at <http,http://www.molpro.net/>.,http://www.molpro.net,false,10.1016/j.jms.2006.04.001,https://dx.doi.org/10.1016/j.jms.2006.04.001,200,ACTIVE,9,2006-06-00,2006
287,S0022285206000907.xml,True,237,Annu. Rev. Phys. Chem.542002101[42]See <http,http://eas.phys.chemie.tu-muenchen.de/zeke/>.,http://eas.phys.chemie.tu-muenchen.de/zeke,false,10.1016/j.jms.2006.04.001,https://dx.doi.org/10.1016/j.jms.2006.04.001,"(['error code: ', <class 'requests.exceptions.ConnectionError'>, ])",BROKEN,9,2006-06-00,2006
288,S0022285206000932.xml,True,237,"AcknowledgmentThis work was supported in part by DGAPA-UNAM, MÃƒÆ’Ã‚Â©xico, under project IN101302.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (http",http://www.sciencedirect.com),http://www.sciencedirect.com,false,10.1016/j.jms.2006.04.004,https://dx.doi.org/10.1016/j.jms.2006.04.004,503,BROKEN,7,2006-06-00,2006
289,S0022285206000932.xml,True,237,:www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2006.04.004,https://dx.doi.org/10.1016/j.jms.2006.04.004,200,ACTIVE,7,2006-06-00,2006
290,S0022285206000828.xml,True,238,MusaevAstrophys. J.5261999265273(See also database at: <http,http://www.astrochem.org/index.htm>),http://www.astrochem.org/index.htm,false,10.1016/j.jms.2006.03.009,https://dx.doi.org/10.1016/j.jms.2006.03.009,200,ACTIVE,110,2006-07-00,2006
291,S0022285206000919.xml,True,238,2005ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“2006.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2006.04.002,https://dx.doi.org/10.1016/j.jms.2006.04.002,200,ACTIVE,5,2006-07-00,2006
292,S0022285206000919.xml,True,238,"1982Elsevier Scientific Publishing CompanyAmsterdam, Oxford, New York[28]Supplementary data for this article are available on IDEAL (<http",http://www.idealibrary.com/>),http://www.idealibrary.com,false,10.1016/j.jms.2006.04.002,https://dx.doi.org/10.1016/j.jms.2006.04.002,200,ACTIVE,5,2006-07-00,2006
293,S0022285206000919.xml,True,238,:www.idealibrary.com>) and as a part of the Ohio State University Molecular Spectroscopy Archives (<http,http://msa.lib.ohio-state.edu/jmsahp.htm/>).,http://msa.lib.ohio-state.edu/jmsahp.htm,false,10.1016/j.jms.2006.04.002,https://dx.doi.org/10.1016/j.jms.2006.04.002,404,BROKEN,5,2006-07-00,2006
294,S002228520600110X.xml,True,238, (J.OÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢B.).Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2006.04.007,https://dx.doi.org/10.1016/j.jms.2006.04.007,200,ACTIVE,3,2006-07-00,2006
295,S0022285206001184.xml,True,238, (EGR).Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2006.04.009,https://dx.doi.org/10.1016/j.jms.2006.04.009,200,ACTIVE,4,2006-07-00,2006
296,S0022285206001214.xml,True,238,cknowledged.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2006.04.011,https://dx.doi.org/10.1016/j.jms.2006.04.011,200,ACTIVE,3,2006-07-00,2006
297,S0022285206001214.xml,True,238,"J. Mol. Spectrosc.1481991371377[2]H.M. Pickett, SPFITSPCAT package, available from <http",http://spec.jpl.nasa.gov>.,http://spec.jpl.nasa.gov,false,10.1016/j.jms.2006.04.011,https://dx.doi.org/10.1016/j.jms.2006.04.011,200,ACTIVE,3,2006-07-00,2006
298,S0022285206001214.xml,True,238,"trosc.2332005231243[12]Z. Kisiel, ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œPROSPEÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“Programs for ROtational SPEctroscopyÃƒÂ¢Ã¢â€šÂ¬Ã¯Â¿Â½, available from <http",http://info.ifpan.edu.pl/,http://info.ifpan.edu.pl,false,10.1016/j.jms.2006.04.011,https://dx.doi.org/10.1016/j.jms.2006.04.011,200,ACTIVE,3,2006-07-00,2006
299,S0022285206001214.xml,True,238,"wave Molecular Spectra1984WileyNew York[14]Alex A. Granovsky, PC-GAMESS program, available from <http",http://classic.chem.msu.su/gran/gamess/index.html>.,http://classic.chem.msu.su/gran/gamess/index.html,false,10.1016/j.jms.2006.04.011,https://dx.doi.org/10.1016/j.jms.2006.04.011,200,ACTIVE,3,2006-07-00,2006
300,S0022285206001214.xml,True,238,"1998109117[29]W. Bailey, ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œCalculation of Nuclear Quadrupole Coupling Constants in Gaseous State MoleculesÃƒÂ¢Ã¢â€šÂ¬Ã¯Â¿Â½, available from <http",http://turbo.kean.edu/,http://turbo.kean.edu,false,10.1016/j.jms.2006.04.011,https://dx.doi.org/10.1016/j.jms.2006.04.011,200,ACTIVE,3,2006-07-00,2006
301,S0022285206001214.xml,True,238,"cular Science Computing Facility, Environmental and Molecular Sciences Laboratory which is part of the Pacific Northwest Laboratory, P.O. Box 999, Richland, Washington 99352, USA, and funded by the U.S. Department of Energy, available from <http",http://www.emsl.pnl.gov/forms/basisform.html>.,http://www.emsl.pnl.gov/forms/basisform.html,false,10.1016/j.jms.2006.04.011,https://dx.doi.org/10.1016/j.jms.2006.04.011,200,ACTIVE,3,2006-07-00,2006
302,S0022285206001238.xml,True,238,.1The bending triad of the quasi-spherical top molecule SO2F2 in the 550cmÃƒÂ¢Ã‹â€ Ã¢â‚¬â„¢1 regionM.RotgeraÃƒÂ¢Ã¯Â¿Â½Ã…Â½Maud.Rotger@u-bourgogne.frhttp,http://www2.u-bourgogne.fr/LPUB/TSM/Rotger/Maud.html,http://www2.u-bourgogne.fr/LPUB/TSM/Rotger/Maud.html,false,10.1016/j.jms.2006.04.014,https://dx.doi.org/10.1016/j.jms.2006.04.014,404,BROKEN,1,2006-08-00,2006
303,S0022285206001238.xml,True,238,:www2.u-bourgogne.frLPUBTSMRotgerMaud.htmlV.BoudonaMaud.Rotger@u-bourgogne.frhttp,http://www2.u-bourgogne.fr/LPUB/TSM/Rotger/Maud.html,http://www2.u-bourgogne.fr/LPUB/TSM/Rotger/Maud.html,false,10.1016/j.jms.2006.04.014,https://dx.doi.org/10.1016/j.jms.2006.04.014,404,BROKEN,1,2006-08-00,2006
304,S0022285206001238.xml,True,238,:www2.u-bourgogne.frLPUBTSMRotgerMaud.htmlM.LoÃƒÆ’Ã‚Â«teaMaud.Rotger@u-bourgogne.frhttp,http://www2.u-bourgogne.fr/LPUB/TSM/Rotger/Maud.html,http://www2.u-bourgogne.fr/LPUB/TSM/Rotger/Maud.html,false,10.1016/j.jms.2006.04.014,https://dx.doi.org/10.1016/j.jms.2006.04.014,404,BROKEN,1,2006-08-00,2006
305,S0022285206001238.xml,True,238,:www2.u-bourgogne.frLPUBTSMRotgerMaud.htmlN.Zvereva-LoÃƒÆ’Ã‚Â«teaÃƒÂ¢Ã¯Â¿Â½Ã…Â½Maud.Rotger@u-bourgogne.frhttp,http://www2.u-bourgogne.fr/LPUB/TSM/Rotger/Maud.html,http://www2.u-bourgogne.fr/LPUB/TSM/Rotger/Maud.html,false,10.1016/j.jms.2006.04.014,https://dx.doi.org/10.1016/j.jms.2006.04.014,404,BROKEN,1,2006-08-00,2006
306,S0022285206001238.xml,True,238,"urthermore, all of them are determined and the standard deviation of the rotational transitions is twice smaller. The analysis has been performed thanks to the C2v TDS program suite, which is freely available at the URL: http",http://www.u-bourgogne.fr/LPUB/c2vTDS.html.,http://www.u-bourgogne.fr/LPUB/c2vTDS.html,false,10.1016/j.jms.2006.04.014,https://dx.doi.org/10.1016/j.jms.2006.04.014,302,ACTIVE,1,2006-08-00,2006
307,S0022285206001238.xml,True,238,"easured and assigned transitions is available as Supplementary material from the JournalÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s home page. Our analysis has been performed thanks to the C2vTDS software, which can be freely downloaded at the URL:http",http://www.u-bourgogne.fr/LPUB/c2vTDS.html.,http://www.u-bourgogne.fr/LPUB/c2vTDS.html,false,10.1016/j.jms.2006.04.014,https://dx.doi.org/10.1016/j.jms.2006.04.014,302,ACTIVE,1,2006-08-00,2006
308,S0022285206001238.xml,True,238,of the CNRS.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2006.04.014,https://dx.doi.org/10.1016/j.jms.2006.04.014,200,ACTIVE,1,2006-08-00,2006
309,S0022285206001238.xml,True,238,Phys. Stat. Solid A1391972950[23]http,http://www.maplesoft.com.,http://www.maplesoft.com,false,10.1016/j.jms.2006.04.014,https://dx.doi.org/10.1016/j.jms.2006.04.014,200,ACTIVE,1,2006-08-00,2006
310,S002228520600124X.xml,True,238,Fig. 1 shows a small section of the absorption spectra B and C (see Table 1) obtained with different experimental conditions. After their wavenumber calibration versus the Hitran 2004 database and the BR database (http,http://www.ulb.ac.be/cpm/),http://www.ulb.ac.be/cpm,false,10.1016/j.jms.2006.04.015,https://dx.doi.org/10.1016/j.jms.2006.04.015,200,ACTIVE,7,2006-07-00,2006
311,S002228520600124X.xml,True,238,hwenke.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2006.04.015,https://dx.doi.org/10.1016/j.jms.2006.04.015,200,ACTIVE,7,2006-07-00,2006
312,S0022285206001251.xml,True,238,nted.Extension of the range of resonator scanning spectrometer into submillimeter band and some perspectives of its further developmentsM.Yu.TretyakovÃƒÂ¢Ã¯Â¿Â½Ã…Â½trt@appl.sci-nnov.ruhttp,http://www.mwl.sci-nnov.ru/,http://www.mwl.sci-nnov.ru,false,10.1016/j.jms.2006.04.016,https://dx.doi.org/10.1016/j.jms.2006.04.016,200,ACTIVE,10,2006-07-00,2006
313,S0022285206001251.xml,True,238,J. Mol. Spectrosc.2302005196198[7]<http,"http://faculty.uml.edu/Robert_Gamache//>,",http://faculty.uml.edu/Robert_Gamache/,false,10.1016/j.jms.2006.04.016,https://dx.doi.org/10.1016/j.jms.2006.04.016,200,ACTIVE,10,2006-07-00,2006
314,S0022285206001251.xml,True,238,IEEE Trans. MTT502002900909[15]<http,http://www.analog.com//>.,http://www.analog.com/,false,10.1016/j.jms.2006.04.016,https://dx.doi.org/10.1016/j.jms.2006.04.016,200,ACTIVE,10,2006-07-00,2006
315,S0022285206001251.xml,True,238,:www.analog.com>.[16]<http:www.miteq.com>.[17]<http,http://www.miteq.com//>.,http://www.miteq.com/,false,10.1016/j.jms.2006.04.016,https://dx.doi.org/10.1016/j.jms.2006.04.016,200,ACTIVE,10,2006-07-00,2006
316,S0022285206001251.xml,True,238,:www.ittmicrowave.comwavecor.htm>.[18]<http,http://www.ittmicrowave.com/wavecor.htm>.,http://www.ittmicrowave.com/wavecor.htm,false,10.1016/j.jms.2006.04.016,https://dx.doi.org/10.1016/j.jms.2006.04.016,"(['error code: ', <class 'requests.exceptions.ConnectionError'>, ])",BROKEN,10,2006-07-00,2006
317,S0022285206001378.xml,True,238,manJ. Quant. Spectrosc. Rad. Transfer962005139204http,http://cfa-www.harvard.edu/HITRAN/,http://cfa-www.harvard.edu/HITRAN,false,10.1016/j.jms.2006.04.018,https://dx.doi.org/10.1016/j.jms.2006.04.018,200,ACTIVE,1,2006-07-00,2006
318,S0022285206001378.xml,True,238,:cfa-www.harvard.eduHITRAN[23]http:physics.nist.govDivisionsDiv844facilitiesuvsjb95userguide.htm.[24]http,http://physics.nist.gov/Divisions/Div844/facilities/uvs/jb95userguide.htm.,http://physics.nist.gov/Divisions/Div844/facilities/uvs/jb95userguide.htm,false,10.1016/j.jms.2006.04.018,https://dx.doi.org/10.1016/j.jms.2006.04.018,404,BROKEN,1,2006-07-00,2006
319,S0022285206001391.xml,True,238,7T11F 05 20.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2006.04.020,https://dx.doi.org/10.1016/j.jms.2006.04.020,200,ACTIVE,26,2006-07-00,2006
320,S0022285206001445.xml,True,238,r all molecules studied here as well as experimental frequencies.Supplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2006.05.001,https://dx.doi.org/10.1016/j.jms.2006.05.001,200,ACTIVE,14,2006-08-00,2006
321,S0022285206001445.xml,True,238,J. Phys. Chem.10019961650216513[23]http,http://webbook.nist.gov.,http://webbook.nist.gov,false,10.1016/j.jms.2006.05.001,https://dx.doi.org/10.1016/j.jms.2006.05.001,200,ACTIVE,14,2006-08-00,2006
322,S0022285206001457.xml,True,238,inistration.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2006.04.021,https://dx.doi.org/10.1016/j.jms.2006.04.021,200,ACTIVE,15,2006-08-00,2006
323,S0022285206001470.xml,True,238,115200130573067[32]The jb95 spectral fitting program can be downloaded from the following NIST web address: http,http://physics.nist.gov/Divisions/Div844/facilities/uvs/jb95userguide.htm.,http://physics.nist.gov/Divisions/Div844/facilities/uvs/jb95userguide.htm,false,10.1016/j.jms.2006.05.003,https://dx.doi.org/10.1016/j.jms.2006.05.003,404,BROKEN,38,2006-08-00,2006
324,S0022285206001470.xml,True,238,Spectrosc.1481991371377[34]The CALPGM suite of programs can be found at the following JPL web address: http,http://spec.jpl.nasa.gov.,http://spec.jpl.nasa.gov,false,10.1016/j.jms.2006.05.003,https://dx.doi.org/10.1016/j.jms.2006.05.003,200,ACTIVE,38,2006-08-00,2006
325,S0022285206001482.xml,True,238,for funding.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2006.05.005,https://dx.doi.org/10.1016/j.jms.2006.05.005,200,ACTIVE,5,2006-08-00,2006
326,S0022285206001482.xml,True,238,"108200423822388[20]PGOPHER, a Program for Simulating Rotational Structure, C. M. Western, University of Bristol, <http",http://pgopher.chm.bris.ac.uk/>.,http://pgopher.chm.bris.ac.uk,false,10.1016/j.jms.2006.05.005,https://dx.doi.org/10.1016/j.jms.2006.05.005,200,ACTIVE,5,2006-08-00,2006
327,S0022285206001494.xml,True,238,ject P17973.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2006.05.004,https://dx.doi.org/10.1016/j.jms.2006.05.004,200,ACTIVE,8,2006-08-00,2006
328,S0022285206001500.xml,True,238,"R.J. Le Roy, LEVEL 7.7: A Computer Program for Solving the Radial SchrÃƒÆ’Ã‚Â¶dinger Equation for Bound and Quasibound Levels, University of Waterloo Chemical Physics Research Report CP-661 (2005); see the ÃƒÂ¢Ã¢â€šÂ¬Ã‹Å“computer programsÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ link at <http",http://leroy.uwaterloo.ca/>.,http://leroy.uwaterloo.ca,false,10.1016/j.jms.2006.05.006,https://dx.doi.org/10.1016/j.jms.2006.05.006,200,ACTIVE,4,2006-08-00,2006
329,S0022285206001627.xml,True,238,mputer time.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2006.05.008,https://dx.doi.org/10.1016/j.jms.2006.05.008,200,ACTIVE,3,2006-08-00,2006
330,S0022285206001639.xml,True,238, parameters.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2006.05.009,https://dx.doi.org/10.1016/j.jms.2006.05.009,200,ACTIVE,43,2006-08-00,2006
331,S0022285206001664.xml,True,239,B.N.TaylorRev. Mod. Phys.7720051also online: http,http://physics.nist.gov/cuu/Constants/energy.html,http://physics.nist.gov/cuu/Constants/energy.html,false,10.1016/j.jms.2006.05.012,https://dx.doi.org/10.1016/j.jms.2006.05.012,200,ACTIVE,6,2006-09-00,2006
332,S0022285206001676.xml,True,239,inistration.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2006.05.011,https://dx.doi.org/10.1016/j.jms.2006.05.011,200,ACTIVE,3,2006-09-00,2006
333,S0022285206001688.xml,True,239,ial support.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2006.05.014,https://dx.doi.org/10.1016/j.jms.2006.05.014,200,ACTIVE,4,2006-09-00,2006
334,S0022285206001688.xml,True,239,"[15]J.-U. Grabow, 56th Ohio State University International Conference on Molecular Spectroscopy, MG01, Columbus 2001; J.-U. Grabow, Habilitationsschrift, UniversitÃƒÆ’Ã‚Â¤t Hannover, Hannover 2004; <http",http://www.pci.uni-hannover.de/,http://www.pci.uni-hannover.de,false,10.1016/j.jms.2006.05.014,https://dx.doi.org/10.1016/j.jms.2006.05.014,200,ACTIVE,4,2006-09-00,2006
335,S0022285206001688.xml,True,239,"J. Phys. Chem.9519917605[23]Z. Kisiel, PROSPEÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬ï¿½Programs for Rotational SPEctroscopy. Available at <http",http://info.ifpan.edu.pl/,http://info.ifpan.edu.pl,false,10.1016/j.jms.2006.05.014,https://dx.doi.org/10.1016/j.jms.2006.05.014,200,ACTIVE,4,2006-09-00,2006
336,S002228520600172X.xml,True,239,enuity Fund.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2006.05.017,https://dx.doi.org/10.1016/j.jms.2006.05.017,200,ACTIVE,11,2006-09-00,2006
337,S0022285206001731.xml,True,239,-60% funds).Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2006.05.018,https://dx.doi.org/10.1016/j.jms.2006.05.018,200,ACTIVE,4,2006-09-00,2006
338,S0022285206001779.xml,True,239,r this work.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2006.06.003,https://dx.doi.org/10.1016/j.jms.2006.06.003,200,ACTIVE,0,2006-09-00,2006
339,S0022285206001779.xml,True,239,", private communication (2003); see www.pci.unihannover.de~lgpcaspectroscopyftmw.[14]B.N. Taylor, C.E. Kuyatt, NIST Tech. Note 1297 (1994). The publication may be downloaded from http",http://physics.nist.gov/Pubs/guidelines/contents.html.,http://physics.nist.gov/Pubs/guidelines/contents.html,false,10.1016/j.jms.2006.06.003,https://dx.doi.org/10.1016/j.jms.2006.06.003,200,ACTIVE,0,2006-09-00,2006
340,S0022285206001883.xml,True,239,ain in 1998.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2006.06.005,https://dx.doi.org/10.1016/j.jms.2006.06.005,200,ACTIVE,0,2006-09-00,2006
341,S0022285206001895.xml,True,239, Fellowship.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2006.06.006,https://dx.doi.org/10.1016/j.jms.2006.06.006,200,ACTIVE,1,2006-09-00,2006
342,S0022285206001974.xml,True,239,f this work.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2006.06.007,https://dx.doi.org/10.1016/j.jms.2006.06.007,200,ACTIVE,2,2006-09-00,2006
343,S0022285206001974.xml,True,239,"trosc.2332005231243[17]Z. Kisiel, ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œPROSPEÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬ï¿½Programs for ROtational SPEctroscopyÃƒÂ¢Ã¢â€šÂ¬Ã¯Â¿Â½, available from <http",http://info.ifpan.edu.pl/,http://info.ifpan.edu.pl,false,10.1016/j.jms.2006.06.007,https://dx.doi.org/10.1016/j.jms.2006.06.007,200,ACTIVE,2,2006-09-00,2006
344,S0022285206001974.xml,True,239,":info.ifpan.edu.pl~kisielprospe.htm>.[18]Alex A. Granovsky, PC-GAMESS program, available from <http",http://classic.chem.msu.su/gran/gamess/index.html/>.,http://classic.chem.msu.su/gran/gamess/index.html,false,10.1016/j.jms.2006.06.007,https://dx.doi.org/10.1016/j.jms.2006.06.007,200,ACTIVE,2,2006-09-00,2006
345,S0022285206001974.xml,True,239,"J. Mol. Spectrosc.1481991371377[24]H.M. Pickett, SPFITSPCAT package, available from <http",http://spec.jpl.nasa.gov/>.,http://spec.jpl.nasa.gov,false,10.1016/j.jms.2006.06.007,https://dx.doi.org/10.1016/j.jms.2006.06.007,200,ACTIVE,2,2006-09-00,2006
346,S0022285206002049.xml,True,239,"ÃƒÅ½Ã‚Â½1, ÃƒÅ½Ã‚Â½2, ÃƒÅ½Ã‚Â½4 and ÃƒÅ½Ã‚Â½2ÃƒÅ½Ã‚Â½5, are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http",http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2006.06.009,https://dx.doi.org/10.1016/j.jms.2006.06.009,200,ACTIVE,9,2006-10-00,2006
347,S0022285206002104.xml,True,239,J. Quant. Spectrosc. Radiat. Transfer962005139204see also <http,http://cfa-www.harvard.edu/HITRAN/>,http://cfa-www.harvard.edu/HITRAN,false,10.1016/j.jms.2006.07.001,https://dx.doi.org/10.1016/j.jms.2006.07.001,200,ACTIVE,17,2006-10-00,2006
348,S0022285206002116.xml,True,239,"582002763794[3]P. Jensen, P.R. Bunker, (Eds.), Computational Molecular Spectroscopy, Wiley, Chichester, England, 2000. See <http",http://www.chem.uni-wuppertal.de/cms/>.,http://www.chem.uni-wuppertal.de/cms,false,10.1016/j.jms.2006.07.002,https://dx.doi.org/10.1016/j.jms.2006.07.002,200,ACTIVE,3,2006-10-00,2006
349,S0022285206002116.xml,True,239,"Molecular Symmetry and Spectroscopysecond ed.1998NRC Research PressOttawa, CanadaSee <http",http://www.nrc.ca/cgi-bin/cisti/journals/rp/rp2_book_e?mlist1_90/>,http://www.nrc.ca/cgi-bin/cisti/journals/rp/rp2_book_e?mlist1_90,false,10.1016/j.jms.2006.07.002,https://dx.doi.org/10.1016/j.jms.2006.07.002,404,BROKEN,3,2006-10-00,2006
