Column,article,Non_self_referencial_link,volume,pre_link_text,link_text,clean_link_text_not_article,DOI_for_article,linkDOI,citationCount,Date,dateYear
796,S0022285208001276.xml,False,251,All rights reserved.Elsevier Inc.0022-285225112008Special issue dedicated to the pioneering work of Drs. Edward A. Cohen and Herbert M. Pickett on spectroscopy relevant to the Earth's atmosphere and astrophysics 358-36435836410.1016j.jms.2008.03.025http,http://dx.doi.org/10.1016/j.jms.2008.03.025doi:10.1016/j.jms.2008.03.025JournalsS300.1,,10.1016/j.jms.2008.03.025,https://dx.doi.org/10.1016/j.jms.2008.03.025,3,2008-09-00,2008
797,S0022285208001380.xml,False,251,All rights reserved.Elsevier Inc.0022-285225112008Special issue dedicated to the pioneering work of Drs. Edward A. Cohen and Herbert M. Pickett on spectroscopy relevant to the Earth's atmosphere and astrophysics 384-39338439310.1016j.jms.2008.03.026http,http://dx.doi.org/10.1016/j.jms.2008.03.026doi:10.1016/j.jms.2008.03.026JournalsS300.1,,10.1016/j.jms.2008.03.026,https://dx.doi.org/10.1016/j.jms.2008.03.026,6,2008-09-00,2008
798,S0022285208001409.xml,False,251,All rights reserved.Elsevier Inc.0022-285225112008Special issue dedicated to the pioneering work of Drs. Edward A. Cohen and Herbert M. Pickett on spectroscopy relevant to the Earth's atmosphere and astrophysics 326-32932632910.1016j.jms.2008.03.023http,http://dx.doi.org/10.1016/j.jms.2008.03.023doi:10.1016/j.jms.2008.03.023JournalsS300.1,,10.1016/j.jms.2008.03.023,https://dx.doi.org/10.1016/j.jms.2008.03.023,5,2008-09-00,2008
799,S0022285208001410.xml,False,251,All rights reserved.Elsevier Inc.0022-285225112008Special issue dedicated to the pioneering work of Drs. Edward A. Cohen and Herbert M. Pickett on spectroscopy relevant to the Earth's atmosphere and astrophysics 314-31831431810.1016j.jms.2008.03.022http,http://dx.doi.org/10.1016/j.jms.2008.03.022doi:10.1016/j.jms.2008.03.022JournalsS300.1,,10.1016/j.jms.2008.03.022,https://dx.doi.org/10.1016/j.jms.2008.03.022,4,2008-09-00,2008
800,S0022285208001471.xml,False,251,All rights reserved.Elsevier Inc.0022-285225112008Special issue dedicated to the pioneering work of Drs. Edward A. Cohen and Herbert M. Pickett on spectroscopy relevant to the Earth's atmosphere and astrophysics 374-37737437710.1016j.jms.2008.04.008http,http://dx.doi.org/10.1016/j.jms.2008.04.008doi:10.1016/j.jms.2008.04.008JournalsS300.1,,10.1016/j.jms.2008.04.008,https://dx.doi.org/10.1016/j.jms.2008.04.008,0,2008-09-00,2008
801,S0022285208001483.xml,False,251,All rights reserved.Elsevier Inc.0022-285225112008Special issue dedicated to the pioneering work of Drs. Edward A. Cohen and Herbert M. Pickett on spectroscopy relevant to the Earth's atmosphere and astrophysics 365-36836536810.1016j.jms.2008.04.006http,http://dx.doi.org/10.1016/j.jms.2008.04.006doi:10.1016/j.jms.2008.04.006JournalsS300.1,,10.1016/j.jms.2008.04.006,https://dx.doi.org/10.1016/j.jms.2008.04.006,5,2008-09-00,2008
802,S0022285208001501.xml,False,251,hed by Elsevier Inc.Elsevier Inc.0022-285225112008Special issue dedicated to the pioneering work of Drs. Edward A. Cohen and Herbert M. Pickett on spectroscopy relevant to the Earth's atmosphere and astrophysics 369-37336937310.1016j.jms.2008.04.007http,http://dx.doi.org/10.1016/j.jms.2008.04.007doi:10.1016/j.jms.2008.04.007JournalsS300.1,,10.1016/j.jms.2008.04.007,https://dx.doi.org/10.1016/j.jms.2008.04.007,1,2008-09-00,2008
803,S0022285208001598.xml,False,251,All rights reserved.Elsevier Inc.0022-285225112008Special issue dedicated to the pioneering work of Drs. Edward A. Cohen and Herbert M. Pickett on spectroscopy relevant to the Earth's atmosphere and astrophysics 378-38337838310.1016j.jms.2008.04.010http,http://dx.doi.org/10.1016/j.jms.2008.04.010doi:10.1016/j.jms.2008.04.010JournalsS300.1,,10.1016/j.jms.2008.04.010,https://dx.doi.org/10.1016/j.jms.2008.04.010,4,2008-09-00,2008
804,S0022285208001823.xml,False,251,er Inc. All rights reserved.Elsevier Inc.0022-285225112008Special issue dedicated to the pioneering work of Drs. Edward A. Cohen and Herbert M. Pickett on spectroscopy relevant to the Earth's atmosphere and astrophysics 1-31310.1016j.jms.2008.05.004http,http://dx.doi.org/10.1016/j.jms.2008.05.004doi:10.1016/j.jms.2008.05.004JournalsS300.1,,10.1016/j.jms.2008.05.004,https://dx.doi.org/10.1016/j.jms.2008.05.004,3,2008-09-00,2008
805,S0022285208001896.xml,False,251,All rights reserved.Elsevier Inc.0022-285225112008Special issue dedicated to the pioneering work of Drs. Edward A. Cohen and Herbert M. Pickett on spectroscopy relevant to the Earth's atmosphere and astrophysics 394-40939440910.1016j.jms.2008.05.007http,http://dx.doi.org/10.1016/j.jms.2008.05.007doi:10.1016/j.jms.2008.05.007JournalsS300.1,,10.1016/j.jms.2008.05.007,https://dx.doi.org/10.1016/j.jms.2008.05.007,13,2008-09-00,2008
806,S0022285208001227.xml,False,252,ssure broadeningJournal of Molecular Spectroscopy 252 (2008) 9-16. doi:10.1016j.jms.2008.03.018journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852252120089-1691610.1016j.jms.2008.03.018http,http://dx.doi.org/10.1016/j.jms.2008.03.018doi:10.1016/j.jms.2008.03.018JournalsS300.1,,10.1016/j.jms.2008.03.018,https://dx.doi.org/10.1016/j.jms.2008.03.018,15,2008-11-00,2008
807,S0022285208001744.xml,False,252,MultipletsSum rulesJournal of Molecular Spectroscopy 252 (2008) 5-8. doi:10.1016j.jms.2008.04.014journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852252120085-85810.1016j.jms.2008.04.014http,http://dx.doi.org/10.1016/j.jms.2008.04.014doi:10.1016/j.jms.2008.04.014JournalsS300.1,,10.1016/j.jms.2008.04.014,https://dx.doi.org/10.1016/j.jms.2008.04.014,9,2008-11-00,2008
808,S0022285208001902.xml,False,252,raredSupersonic jetJournal of Molecular Spectroscopy 252 (2008) 1-4. doi:10.1016j.jms.2008.05.008journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852252120081-41410.1016j.jms.2008.05.008http,http://dx.doi.org/10.1016/j.jms.2008.05.008doi:10.1016/j.jms.2008.05.008JournalsS300.1,,10.1016/j.jms.2008.05.008,https://dx.doi.org/10.1016/j.jms.2008.05.008,41,2008-11-00,2008
809,S0022285208001914.xml,False,252,nergy surfaceJournal of Molecular Spectroscopy 252 (2008) 17-21. doi:10.1016j.jms.2008.06.001journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522521200817-21172110.1016j.jms.2008.06.001http,http://dx.doi.org/10.1016/j.jms.2008.06.001doi:10.1016/j.jms.2008.06.001JournalsS300.1,,10.1016/j.jms.2008.06.001,https://dx.doi.org/10.1016/j.jms.2008.06.001,14,2008-11-00,2008
810,S002228520800204X.xml,False,252,ar parametersJournal of Molecular Spectroscopy 252 (2008) 25-30. doi:10.1016j.jms.2008.06.002journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522521200825-30253010.1016j.jms.2008.06.002http,http://dx.doi.org/10.1016/j.jms.2008.06.002doi:10.1016/j.jms.2008.06.002JournalsS300.1,,10.1016/j.jms.2008.06.002,https://dx.doi.org/10.1016/j.jms.2008.06.002,4,2008-11-00,2008
811,S0022285208002051.xml,False,252,d spectrumSOJournal of Molecular Spectroscopy 252 (2008) 22-24. doi:10.1016j.jms.2008.06.003journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522521200822-24222410.1016j.jms.2008.06.003http,http://dx.doi.org/10.1016/j.jms.2008.06.003doi:10.1016/j.jms.2008.06.003JournalsS300.1,,10.1016/j.jms.2008.06.003,https://dx.doi.org/10.1016/j.jms.2008.06.003,2,2008-11-00,2008
812,S0022285208002075.xml,False,252,l interactionJournal of Molecular Spectroscopy 252 (2008) 90-92. doi:10.1016j.jms.2008.06.004journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522521200890-92909210.1016j.jms.2008.06.004http,http://dx.doi.org/10.1016/j.jms.2008.06.004doi:10.1016/j.jms.2008.06.004JournalsS300.1,,10.1016/j.jms.2008.06.004,https://dx.doi.org/10.1016/j.jms.2008.06.004,0,2008-11-00,2008
813,S0022285208002087.xml,False,252,ic parametersJournal of Molecular Spectroscopy 252 (2008) 41-46. doi:10.1016j.jms.2008.06.005journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522521200841-46414610.1016j.jms.2008.06.005http,http://dx.doi.org/10.1016/j.jms.2008.06.005doi:10.1016/j.jms.2008.06.005JournalsS300.1,,10.1016/j.jms.2008.06.005,https://dx.doi.org/10.1016/j.jms.2008.06.005,0,2008-11-00,2008
814,S0022285208002099.xml,False,252,al assignmentJournal of Molecular Spectroscopy 252 (2008) 52-59. doi:10.1016j.jms.2008.06.007journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522521200852-59525910.1016j.jms.2008.06.007http,http://dx.doi.org/10.1016/j.jms.2008.06.007doi:10.1016/j.jms.2008.06.007JournalsS300.1,,10.1016/j.jms.2008.06.007,https://dx.doi.org/10.1016/j.jms.2008.06.007,2,2008-11-00,2008
815,S0022285208002105.xml,False,252,xcitationBaOHJournal of Molecular Spectroscopy 252 (2008) 31-36. doi:10.1016j.jms.2008.06.006journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522521200831-36313610.1016j.jms.2008.06.006http,http://dx.doi.org/10.1016/j.jms.2008.06.006doi:10.1016/j.jms.2008.06.006JournalsS300.1,,10.1016/j.jms.2008.06.006,https://dx.doi.org/10.1016/j.jms.2008.06.006,4,2008-11-00,2008
816,S0022285208002233.xml,False,252,ic parametersJournal of Molecular Spectroscopy 252 (2008) 37-40. doi:10.1016j.jms.2008.06.008journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522521200837-40374010.1016j.jms.2008.06.008http,http://dx.doi.org/10.1016/j.jms.2008.06.008doi:10.1016/j.jms.2008.06.008JournalsS300.1,,10.1016/j.jms.2008.06.008,https://dx.doi.org/10.1016/j.jms.2008.06.008,0,2008-11-00,2008
817,S0022285208002245.xml,False,252, variationJournal of Molecular Spectroscopy 252 (2008) 98-100. doi:10.1016j.jms.2008.06.009journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522521200898-1009810010.1016j.jms.2008.06.009http,http://dx.doi.org/10.1016/j.jms.2008.06.009doi:10.1016/j.jms.2008.06.009JournalsS300.1,,10.1016/j.jms.2008.06.009,https://dx.doi.org/10.1016/j.jms.2008.06.009,1,2008-11-00,2008
818,S0022285208002257.xml,False,252,isotopologuesJournal of Molecular Spectroscopy 252 (2008) 47-51. doi:10.1016j.jms.2008.06.011journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522521200847-51475110.1016j.jms.2008.06.011http,http://dx.doi.org/10.1016/j.jms.2008.06.011doi:10.1016/j.jms.2008.06.011JournalsS300.1,,10.1016/j.jms.2008.06.011,https://dx.doi.org/10.1016/j.jms.2008.06.011,0,2008-11-00,2008
819,S0022285208002269.xml,False,252,oriolis resonancesHamiltonian constantsJournal of Molecular Spectroscopy 252 (2008) 72-76. doi:10.1016j.jms.2008.06.013journalJournal of Molecular SpectroscopyPublished by Elsevier Inc.Elsevier Inc.0022-28522521200872-76727610.1016j.jms.2008.06.013http,http://dx.doi.org/10.1016/j.jms.2008.06.013doi:10.1016/j.jms.2008.06.013JournalsS300.1,,10.1016/j.jms.2008.06.013,https://dx.doi.org/10.1016/j.jms.2008.06.013,13,2008-11-00,2008
820,S0022285208002270.xml,False,252,l frequenciesJournal of Molecular Spectroscopy 252 (2008) 93-97. doi:10.1016j.jms.2008.06.010journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522521200893-97939710.1016j.jms.2008.06.010http,http://dx.doi.org/10.1016/j.jms.2008.06.010doi:10.1016/j.jms.2008.06.010JournalsS300.1,,10.1016/j.jms.2008.06.010,https://dx.doi.org/10.1016/j.jms.2008.06.010,7,2008-11-00,2008
821,S0022285208002282.xml,False,252,luorescence (LIF)Journal of Molecular Spectroscopy 252 (2008) 77-80. doi:10.1016j.jms.2008.06.014journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© unknown. Published by Elsevier Inc.Elsevier Inc.0022-28522521200877-80778010.1016j.jms.2008.06.014http,http://dx.doi.org/10.1016/j.jms.2008.06.014doi:10.1016/j.jms.2008.06.014JournalsS300.1,,10.1016/j.jms.2008.06.014,https://dx.doi.org/10.1016/j.jms.2008.06.014,4,2008-11-00,2008
822,S0022285208002294.xml,False,252,ISACDSDJournal of Molecular Spectroscopy 252 (2008) 143-159. doi:10.1016j.jms.2008.06.012journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285225222008143-15914315910.1016j.jms.2008.06.012http,http://dx.doi.org/10.1016/j.jms.2008.06.012doi:10.1016/j.jms.2008.06.012JournalsS300.1,,10.1016/j.jms.2008.06.012,https://dx.doi.org/10.1016/j.jms.2008.06.012,29,2008-12-00,2008
823,S0022285208002300.xml,False,252,cascade laserJournal of Molecular Spectroscopy 252 (2008) 81-89. doi:10.1016j.jms.2008.07.001journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522521200881-89818910.1016j.jms.2008.07.001http,http://dx.doi.org/10.1016/j.jms.2008.07.001doi:10.1016/j.jms.2008.07.001JournalsS300.1,,10.1016/j.jms.2008.07.001,https://dx.doi.org/10.1016/j.jms.2008.07.001,5,2008-11-00,2008
824,S0022285208002324.xml,False,252,armonic studyJournal of Molecular Spectroscopy 252 (2008) 60-71. doi:10.1016j.jms.2008.07.002journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522521200860-71607110.1016j.jms.2008.07.002http,http://dx.doi.org/10.1016/j.jms.2008.07.002doi:10.1016/j.jms.2008.07.002JournalsS300.1,,10.1016/j.jms.2008.07.002,https://dx.doi.org/10.1016/j.jms.2008.07.002,10,2008-11-00,2008
825,S002228520800235X.xml,False,252, theoryJournal of Molecular Spectroscopy 252 (2008) 129-135. doi:10.1016j.jms.2008.07.003journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285225222008129-13512913510.1016j.jms.2008.07.003http,http://dx.doi.org/10.1016/j.jms.2008.07.003doi:10.1016/j.jms.2008.07.003JournalsS300.1,,10.1016/j.jms.2008.07.003,https://dx.doi.org/10.1016/j.jms.2008.07.003,1,2008-12-00,2008
826,S0022285208002361.xml,False,252,e laserJournal of Molecular Spectroscopy 252 (2008) 101-107. doi:10.1016j.jms.2008.07.004journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285225222008101-10710110710.1016j.jms.2008.07.004http,http://dx.doi.org/10.1016/j.jms.2008.07.004doi:10.1016/j.jms.2008.07.004JournalsS300.1,,10.1016/j.jms.2008.07.004,https://dx.doi.org/10.1016/j.jms.2008.07.004,1,2008-12-00,2008
827,S0022285208002373.xml,False,252,l modesJournal of Molecular Spectroscopy 252 (2008) 121-128. doi:10.1016j.jms.2008.07.005journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285225222008121-12812112810.1016j.jms.2008.07.005http,http://dx.doi.org/10.1016/j.jms.2008.07.005doi:10.1016/j.jms.2008.07.005JournalsS300.1,,10.1016/j.jms.2008.07.005,https://dx.doi.org/10.1016/j.jms.2008.07.005,13,2008-12-00,2008
828,S0022285208002385.xml,False,252, momentJournal of Molecular Spectroscopy 252 (2008) 108-114. doi:10.1016j.jms.2008.07.008journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285225222008108-11410811410.1016j.jms.2008.07.008http,http://dx.doi.org/10.1016/j.jms.2008.07.008doi:10.1016/j.jms.2008.07.008JournalsS300.1,,10.1016/j.jms.2008.07.008,https://dx.doi.org/10.1016/j.jms.2008.07.008,2,2008-12-00,2008
829,S0022285208002397.xml,False,252,copyILSJournal of Molecular Spectroscopy 252 (2008) 136-142. doi:10.1016j.jms.2008.07.006journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285225222008136-14213614210.1016j.jms.2008.07.006http,http://dx.doi.org/10.1016/j.jms.2008.07.006doi:10.1016/j.jms.2008.07.006JournalsS300.1,,10.1016/j.jms.2008.07.006,https://dx.doi.org/10.1016/j.jms.2008.07.006,3,2008-12-00,2008
830,S0022285208002403.xml,False,252,ocessesJournal of Molecular Spectroscopy 252 (2008) 115-120. doi:10.1016j.jms.2008.07.007journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285225222008115-12011512010.1016j.jms.2008.07.007http,http://dx.doi.org/10.1016/j.jms.2008.07.007doi:10.1016/j.jms.2008.07.007JournalsS300.1,,10.1016/j.jms.2008.07.007,https://dx.doi.org/10.1016/j.jms.2008.07.007,2,2008-12-00,2008
831,S0022285208002506.xml,False,252,ouplingJournal of Molecular Spectroscopy 252 (2008) 160-168. doi:10.1016j.jms.2008.08.001journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285225222008160-16816016810.1016j.jms.2008.08.001http,http://dx.doi.org/10.1016/j.jms.2008.08.001doi:10.1016/j.jms.2008.08.001JournalsS300.1,,10.1016/j.jms.2008.08.001,https://dx.doi.org/10.1016/j.jms.2008.08.001,2,2008-12-00,2008
832,S0022285208002518.xml,False,252,otationJournal of Molecular Spectroscopy 252 (2008) 169-175. doi:10.1016j.jms.2008.08.002journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285225222008169-17516917510.1016j.jms.2008.08.002http,http://dx.doi.org/10.1016/j.jms.2008.08.002doi:10.1016/j.jms.2008.08.002JournalsS300.1,,10.1016/j.jms.2008.08.002,https://dx.doi.org/10.1016/j.jms.2008.08.002,5,2008-12-00,2008
833,S0022285208002579.xml,False,252,rometryJournal of Molecular Spectroscopy 252 (2008) 176-184. doi:10.1016j.jms.2008.08.003journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285225222008176-18417618410.1016j.jms.2008.08.003http,http://dx.doi.org/10.1016/j.jms.2008.08.003doi:10.1016/j.jms.2008.08.003JournalsS300.1,,10.1016/j.jms.2008.08.003,https://dx.doi.org/10.1016/j.jms.2008.08.003,4,2008-12-00,2008
834,S0022285208002580.xml,False,252,-factorJournal of Molecular Spectroscopy 252 (2008) 185-189. doi:10.1016j.jms.2008.08.004journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285225222008185-18918518910.1016j.jms.2008.08.004http,http://dx.doi.org/10.1016/j.jms.2008.08.004doi:10.1016/j.jms.2008.08.004JournalsS300.1,,10.1016/j.jms.2008.08.004,https://dx.doi.org/10.1016/j.jms.2008.08.004,0,2008-12-00,2008
835,S0022285208002592.xml,False,252,)HITRANJournal of Molecular Spectroscopy 252 (2008) 190-197. doi:10.1016j.jms.2008.08.006journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285225222008190-19719019710.1016j.jms.2008.08.006http,http://dx.doi.org/10.1016/j.jms.2008.08.006doi:10.1016/j.jms.2008.08.006JournalsS300.1,,10.1016/j.jms.2008.08.006,https://dx.doi.org/10.1016/j.jms.2008.08.006,17,2008-12-00,2008
836,S0022285208002610.xml,False,252,effectsJournal of Molecular Spectroscopy 252 (2008) 198-204. doi:10.1016j.jms.2008.08.007journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285225222008198-20419820410.1016j.jms.2008.08.007http,http://dx.doi.org/10.1016/j.jms.2008.08.007doi:10.1016/j.jms.2008.08.007JournalsS300.1,,10.1016/j.jms.2008.08.007,https://dx.doi.org/10.1016/j.jms.2008.08.007,3,2008-12-00,2008
837,S0022285208002622.xml,False,252,etyakovJournal of Molecular Spectroscopy 252 (2008) 242-243. doi:10.1016j.jms.2008.08.005journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285225222008242-24324224310.1016j.jms.2008.08.005http,http://dx.doi.org/10.1016/j.jms.2008.08.005doi:10.1016/j.jms.2008.08.005JournalsS300.1,,10.1016/j.jms.2008.08.005,https://dx.doi.org/10.1016/j.jms.2008.08.005,8,2008-12-00,2008
838,S0022285208002634.xml,False,252,. MantzJournal of Molecular Spectroscopy 252 (2008) 239-241. doi:10.1016j.jms.2008.09.001journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285225222008239-24123924110.1016j.jms.2008.09.001http,http://dx.doi.org/10.1016/j.jms.2008.09.001doi:10.1016/j.jms.2008.09.001JournalsS300.1,,10.1016/j.jms.2008.09.001,https://dx.doi.org/10.1016/j.jms.2008.09.001,5,2008-12-00,2008
839,S0022285208002646.xml,False,252,lecular Spectroscopy 252 (2008) 230-238. doi:10.1016j.jms.2008.09.002journalJournal of Molecular SpectroscopyCrown Copyright Ãƒâ€šÃ‚Â© 2008. Published by Elsevier Inc. All rights reserved.Elsevier Inc.0022-285225222008230-23823023810.1016j.jms.2008.09.002http,http://dx.doi.org/10.1016/j.jms.2008.09.002doi:10.1016/j.jms.2008.09.002JournalsS300.1,,10.1016/j.jms.2008.09.002,https://dx.doi.org/10.1016/j.jms.2008.09.002,2,2008-12-00,2008
840,S0022285208002658.xml,False,252,onancesJournal of Molecular Spectroscopy 252 (2008) 205-213. doi:10.1016j.jms.2008.09.003journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285225222008205-21320521310.1016j.jms.2008.09.003http,http://dx.doi.org/10.1016/j.jms.2008.09.003doi:10.1016/j.jms.2008.09.003JournalsS300.1,,10.1016/j.jms.2008.09.003,https://dx.doi.org/10.1016/j.jms.2008.09.003,5,2008-12-00,2008
841,S002228520800266X.xml,False,252,sitionsJournal of Molecular Spectroscopy 252 (2008) 214-229. doi:10.1016j.jms.2008.09.004journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285225222008214-22921422910.1016j.jms.2008.09.004http,http://dx.doi.org/10.1016/j.jms.2008.09.004doi:10.1016/j.jms.2008.09.004JournalsS300.1,,10.1016/j.jms.2008.09.004,https://dx.doi.org/10.1016/j.jms.2008.09.004,7,2008-12-00,2008
842,S0022285208003020.ocr.xml,False,252,ecular Spectroscopy 252 (2008) 246-246. doi:10.1016S0022-2852(08)00302-0journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Published by Elsevier Inc. All rights reserved.Elsevier Inc.0022-285225222008246-24624624610.1016S0022-2852(08)00302-0http,http://dx.doi.org/10.1016/S0022-2852(08)00302-0doi:10.1016/S0022-2852(08)00302-0,,10.1016/S0022-2852(08)00302-0,https://dx.doi.org/10.1016/S0022-2852(08)00302-0,0,2008-12-00,2008
843,S0022285208002671.xml,False,253,pyHITRANTitanJournal of Molecular Spectroscopy 253 (2009) 55-63. doi:10.1016j.jms.2008.09.005journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522531200955-63556310.1016j.jms.2008.09.005http,http://dx.doi.org/10.1016/j.jms.2008.09.005doi:10.1016/j.jms.2008.09.005JournalsS300.1,,10.1016/j.jms.2008.09.005,https://dx.doi.org/10.1016/j.jms.2008.09.005,28,2009-01-00,2009
844,S0022285208002683.xml,False,253,ional harmonic and anharmonic constantsJournal of Molecular Spectroscopy 253 (2009) 51-54. doi:10.1016j.jms.2008.09.006journalJournal of Molecular SpectroscopyPublished by Elsevier Inc.Elsevier Inc.0022-28522531200951-54515410.1016j.jms.2008.09.006http,http://dx.doi.org/10.1016/j.jms.2008.09.006doi:10.1016/j.jms.2008.09.006JournalsS300.1,,10.1016/j.jms.2008.09.006,https://dx.doi.org/10.1016/j.jms.2008.09.006,8,2009-01-00,2009
845,S0022285208002695.xml,False,253,itoPropellaneJournal of Molecular Spectroscopy 253 (2009) 41-50. doi:10.1016j.jms.2008.09.013journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522531200941-50415010.1016j.jms.2008.09.013http,http://dx.doi.org/10.1016/j.jms.2008.09.013doi:10.1016/j.jms.2008.09.013JournalsS300.1,,10.1016/j.jms.2008.09.013,https://dx.doi.org/10.1016/j.jms.2008.09.013,5,2009-01-00,2009
846,S0022285208002701.xml,False,253,wave spectrumJournal of Molecular Spectroscopy 253 (2009) 35-40. doi:10.1016j.jms.2008.09.012journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522531200935-40354010.1016j.jms.2008.09.012http,http://dx.doi.org/10.1016/j.jms.2008.09.012doi:10.1016/j.jms.2008.09.012JournalsS300.1,,10.1016/j.jms.2008.09.012,https://dx.doi.org/10.1016/j.jms.2008.09.012,4,2009-01-00,2009
847,S0022285208002713.xml,False,253, spectroscopyJournal of Molecular Spectroscopy 253 (2009) 73-76. doi:10.1016j.jms.2008.09.007journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2008 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522531200973-76737610.1016j.jms.2008.09.007http,http://dx.doi.org/10.1016/j.jms.2008.09.007doi:10.1016/j.jms.2008.09.007JournalsS300.1,,10.1016/j.jms.2008.09.007,https://dx.doi.org/10.1016/j.jms.2008.09.007,3,2009-01-00,2009
